nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas,Motivo
"Claudio Reynoso Ramón",25.587.477,2,clrera@outluc.com,clrera,,"+56 2 3992 8920",3421,,,,2025-05-13,1832000,,"Campo vacio"
"Claudio Reynoso Ramón",25587477,2,clrera@outluc.ceele,clrera,oH0i32f2uK3BX8t,"+56 2 3992 8920",3421,62896,"Cena de Trabajo",538157,2025-01-05,1584000,8,"Mail Invalido!"
"Cristian Iglesias Negrete",17.169.120,6,cristian9601@marmol.ceele,Cristiannegrete,7XabCpSCu5,"+56 9 9153 3603",4382,65425,Aniversario,538158,2025-01-22,576000,6,"Mail Invalido!"
"José Villareal Gracia",9785203,0,josOo5446@marmol.ceele,Joségracia,Zy3JJBe5,"+56 2 4326 8897",4534,71516,"Salida con Amigos",538165,2026-02-09,260000,2,"Mail Invalido!"
"José Villareal Gracia",9.785.203,0,josOo5446@marmol.ceele,Joségracia,Zy3JJBe5,"+56 2 4326 8897",4534,71516,"Salida con Amigos",538166,2025-05-29,224000,2,"Mail Invalido!"
"Sta. Carolina Muñiz Puga",7120775,7,sta.5414@tourket.ceele,sta.8803,utwzyuL6JAz7R,"+56 2 5617 1847",906,63044,"Salida con Familia",538171,2025-02-08,66000,1,"Mail Invalido!"
"Estela Calvillo Melgar",,0,,estela855,lKgTW8J1gpthOJ,"+56 9 7854 7429",,71964,"Cena de Trabajo",538183,,,3,"Campo vacio"
"Isabel Arreola Rosario",21.781.514,2,isabel9622@outluc.ceele,isabel3750,X4Z7VVE0uF17tTjD,"+56 9 7253 7394",8440,67835,"Salida con Familia",538200,2025/12/30,568000,8,"Mail Invalido!"
"Roberto Rosales Mojica",22.937.123,1,Robertomojica@@viajesanma.com,Robertomojica,xvfyYg7FlptpYSj7,"+56 9 5161 2890",6231,70800,"Cena de Trabajo",538222,2026-02-07,528000,4,"Mail Invalido!"
"Irene Covarrubias Salcido",2093710,6,irene4289@marmol.ceele,ircosa,6nHPli9oge5ImEY,+56-2-5399-5503,9972,71850,"Salida con Familia",538247,2025/03/26,-2056000,8,"Mail Invalido!"
"Leticia Zaragoza Villalobos",,6,lezavi@marmol.ceele,,,"+56 9 5662 9339",3260,65014,Aniversario,,,-540000,4,"Campo vacio"
"Leticia Zaragoza Villalobos",7000869,6,lezavi@marmol.ceele,lezavi,2G8Du16RYeznh,"+56 9 5662 9339",3260,65014,Aniversario,538250,2025-04-13,608000,4,"Mail Invalido!"
"Sr. Lorenzo Reynoso Alaniz",19962135,,sr.1544@wass.com,srloreal,6fCl93lNoDvmCk,,1289,,"Salida con Familia",,,354000,2,"Campo vacio"
"Sr. Lorenzo Reynoso Alaniz",19962135,1,sr.1544@wass.ceele,srloreal,6fCl93lNoDvmCk,"+56 9 7996 9807",1289,69822,"Salida con Familia",538288,2026-02-15,212000,2,"Mail Invalido!"
"Berta Ureña Quezada",29161118,4,beurqu@@outluc.com,beurqu,ZAGATX6q3SdJXvvM,"+56 9 7962 9089",9549,65809,Vacaciones,538292,2025-02-02,1470000,7,"Mail Invalido!"
"Sra. Juan Altamirano Valle",12964328,5,Sra.valle@wass.ceele,sra.2250,tW7Ou1WFH,"+56 9 4266 5615",4800,64790,"Salida con Familia",538299,2025-03-28,770000,10,"Mail Invalido!"
"Sta. Claudio Arias Franco",25657965,0,Sta.franco@@outluc.com,sta.3213,3VWy4H6H,"+56 2 3166 6172",1576,64505,"Salida con Familia",538333,2025-09-06,1376000,8,"Mail Invalido!"
,,5,,Armandourrutia,prCgkSekC3YxQ6Tf,+56-9-1896-2738,5050,,Vacaciones,538339,2025-03-07,,10,"Campo vacio"
,8.070.817,,Liliaybarra@edubus.cal,,U6hC0BvgZgBByY,+56-9-5622-0167,986,,"Cena de Trabajo",,2025-12-25,954000,6,"Campo vacio"
,26799737,3,,ocgujá,8d7sMXciOYJ,+56-9-0686-8420,4184,69246,,538358,2025-01-15,,,"Campo vacio"
"Reina Henríquez Bravo",3745123,1,reina823@@edubus.cal,reina4870,AjOLnnf3maKOt,"+56 9 6645 5300",5134,67783,"Salida con Amigos",538375,2026-02-09,1600000,5,"Mail Invalido!"
"Conchita López Mesa",8926908,3,conchita8452@@edubus.cal,conchita8220,3q6LBsyd,"+56 2 6544 4063",8740,65833,"Salida con Familia",538387,2026/03/22,114000,2,"Mail Invalido!"
"Jorge Arias Córdova",9.953.932,1,JorgecOIrdova@tourket.ceele,joarcó,Fxyal3KZnQGkU,+56-9-9022-3124,8021,65651,Aniversario,538408,2025-05-21,2205000,9,"Mail Invalido!"
"Jorge Arias Córdova",9953932,1,JorgecOIrdova@tourket.ceele,joarcó,Fxyal3KZnQGkU,"+56 9 9022 3124",8021,65651,Aniversario,538414,2025/11/15,1035000,9,"Mail Invalido!"
"César Razo Leyva",20460073,2,cOorale@tourket.ceele,Césarleyva,myVrj49HbcA4nKV,"+56 9 0433 5543",7456,71068,"Cena de Trabajo",538457,2025/10/27,135000,5,"Mail Invalido!"
"Benito Campos Ozuna",28.114.434,,,Benitoozuna,,"+56 9 3455 7936",4229,66155,"Salida con Familia",538471,,,8,"Campo vacio"
"Ángela Gaitán Ceballos",29508937,7,Oengace@wass.ceele,Ángelaceballos,ZuNG3bS9HIgw8,"+56 9 2576 1521",6376,68739,"Salida con Amigos",538486,2025-12-03,-309000,3,"Mail Invalido!"
"Ángela Gaitán Ceballos",29.508.937,7,Oengace@wass.com,Ángelaceballos,,,,68739,"Salida con Amigos",,,90000,3,"Campo vacio"
"Miguel Ángel Cantú Gaona",3082985,9,miOencaga@@edubus.cal,Miguelgaona,1VHPIuovP4,+56-2-8631-8063,4022,71582,Aniversario,538488,2025/01/25,312000,3,"Mail Invalido!"
"Rosa Véliz Casares",23.494.414,2,Rosacasares@@viajesanma.com,rosa6733,N1FexT78,"+56 9 9684 1624",9639,70879,Vacaciones,538492,2025/08/27,-432000,4,"Mail Invalido!"
"Sofia Ontiveros Serrano",26.535.030,,,,VOe2h8zmbWkdtwjt,"+56 9 0308 5420",,65864,Aniversario,538506,2025-01-10,,1,"Campo vacio"
"Teresa Olivera Rodríquez",341719,0,teresa5536@@edubus.cal,teolro,1TsqVwCLbui,"+56 2 7985 5252",7983,69624,"Salida con Familia",538521,2025-01-07,3861000,9,"Mail Invalido!"
"Alejandra Pacheco Fajardo",,,alpafa@viajesanma.ceele,alejandra912,J8mnjcVZT2gxv,"+56 2 3887 5106",,64470,,538540,,1737000,9,"Campo vacio"
"Sta. Ernesto Baca Morales",6694466,2,sta.1732@outluc.ceele,sterbamo,aagBB5H08OU,+56-9-6390-5251,796,71949,"Salida con Familia",538547,2025-12-28,-135000,9,"Mail Invalido!"
"María José Alanis Páez",28.340.525,7,MarOAapOeez@viajesanma.ceele,majoalpá,18eEKt0CgaIW,"+56 2 7176 3348",9978,64004,"Cena de Trabajo",538549,2025-03-09,-972000,9,"Mail Invalido!"
"Rodrigo Zamora Ordóñez",2480653,7,rozaor@tourket.ceele,rodrigo4980,OpI9zNGh,"+56 9 7009 9174",7644,66115,"Cena de Trabajo",538557,2026-01-16,637000,7,"Mail Invalido!"
"Homero Tello Guardado",15191408,0,hotegu@tourket.ceele,Homeroguardado,RCpkCABo04,"+56 2 7552 3164",8633,68644,"Salida con Amigos",538565,2025/04/26,800000,8,"Mail Invalido!"
"Lola Santacruz Espinal",13133837,6,Lolaespinal@tourket.ceele,lola8840,q48LDO7k4aoYYmPn,+56-9-1505-4733,8903,66046,"Salida con Familia",538570,2025-03-13,342000,3,"Mail Invalido!"
"Blanca Soto Arce",17608820,6,blsoar@@wass.com,Blancaarce,89EhyVCbUi39,"+56 2 0354 2642",3088,68144,"Cena de Trabajo",538586,2025/04/17,308000,4,"Mail Invalido!"
"Susana Borrego Urías",22894511,0,subour@tourket.ceele,subour,0hcQygtZxDM4DW,"+56 2 7473 5826",8557,65461,"Salida con Amigos",538609,2025/09/27,1624000,7,"Mail Invalido!"
"Luz Calvillo Bermúdez",26806361,7,luz5175@marmol.ceele,luz8129,b7s7ARbKlLx6,"+56 9 7009 7479",9769,69067,Aniversario,538640,2025-02-02,1072000,8,"Mail Invalido!"
"Ángela Pérez Sandoval",3271988,,,,1Lo2Y4lYLaiGJ,"+56 9 7922 5124",,66747,Aniversario,538692,2025-01-11,,7,"Campo vacio"
"Caridad Villaseñor Porras",,8,caridad9350@tourket.com,,,"+56 9 9108 2781",1666,64116,"Salida con Familia",,2025/02/01,,9,"Campo vacio"
"Caridad Villaseñor Porras",25.988.829,8,,caridad7543,,+56-9-9108-2781,1666,,"Salida con Familia",,2025-01-05,630000,,"Campo vacio"
"Cristian Santillán Almanza",11116815,6,crsaal@wass.ceele,crsaal,jGgfmgEnt6RMcn,"+56 9 6801 0816",4596,64435,"Salida con Familia",538706,2025-03-27,380000,5,"Mail Invalido!"
,25712936,,Nataliaacosta@viajesanma.com,,qgvjOga0m9,"+56 9 4870 9630",8337,63255,Vacaciones,538734,,,7,"Campo vacio"
"Luis Miguel Pedraza Madrid",,8,Luismadrid@tourket.com,,VY84EXPtPoUP7Snb,"+56 2 3042 1949",,,"Salida con Amigos",538772,2025-01-25,,6,"Campo vacio"
,9757464,,Ramirocarranza@outluc.ceele,raalca,,+56-2-8591-9744,9466,,,538780,2026/01/13,810000,6,"Campo vacio"
"Víctor Jaramillo Leiva",5190993,3,VOActorleiva@viajesanma.ceele,Víctorleiva,145rZ2hQONXCO,"+56 2 2007 8468",4719,68780,"Salida con Familia",538806,2025-05-27,314000,2,"Mail Invalido!"
"Sra. Lucas Espinal Fierro",2591878,9,Sra.fierro@tourket.ceele,sra.9567,A1cET0AHI7kcU,+56-2-2391-0208,5476,69219,"Salida con Amigos",538807,2025-11-04,368000,2,"Mail Invalido!"
"Rubén Montero Santillán",17916949,5,rubOon4102@edubus.ceele,rubén244,4c4RQNqlP,+56-2-2810-4879,3429,72143,"Salida con Amigos",538814,2025-01-26,920000,8,"Mail Invalido!"
"Rubén Montero Santillán",,5,rubOon4102@edubus.cal,rubén244,,"+56 2 2810 4879",,72143,,,2025-02-15,1472000,8,"Campo vacio"
"Guadalupe Angulo Morales",4785409,1,guadalupe1796@@tourket.com,Guadalupemorales,sGRmv1gn,+56-9-7767-7954,2298,67947,Vacaciones,538818,2025-10-13,-276000,2,"Mail Invalido!"
"Guadalupe Angulo Morales",4785409,1,guadalupe1796@tourket.ceele,Guadalupemorales,sGRmv1gn,"+56 9 7767 7954",2298,67947,Vacaciones,538826,2025-12-09,144000,2,"Mail Invalido!"
"Gilberto Sisneros Apodaca",26.660.800,4,gilberto7472@viajesanma.ceele,gilberto8913,EKAcDfz3s4nku,"+56 9 5913 2589",2497,63879,Aniversario,538845,2025-04-26,432000,4,"Mail Invalido!"
"Sra. Guillermina Maldonado Corral",25584204,8,Sra.corral@@viajesanma.com,sra.5759,cvRH23C9re88fCWD,"+56 9 4154 3134",7622,62261,Aniversario,538860,2025-01-22,828000,6,"Mail Invalido!"
"Gregorio Ávalos Pichardo",7966782,0,Gregoriopichardo@tourket.ceele,grávpi,iBrxMUml9Qi6ZF,"+56 9 0664 9407",8138,62013,"Salida con Familia",538869,2025-06-25,-1395000,9,"Mail Invalido!"
"Gilberto Botello Gómez",23857186,3,GilbertogOImez@edubus.ceele,Gilbertogómez,79oShanmq7C,"+56 9 8348 0985",1265,63788,"Cena de Trabajo",538871,2025/01/20,-310000,2,"Mail Invalido!"
"Sta. Manuel Escobar Zaragoza",27.498.107,5,Sta.zaragoza@tourket.ceele,sta.600,qwXwBfZL4px,"+56 2 2759 5357",6782,62178,Vacaciones,538905,2026-08-09,-160000,1,"Mail Invalido!"
"Berta Urías Ybarra",,6,,berta7108,,"+56 2 5227 2619",9840,,,538919,2025-07-31,120000,2,"Campo vacio"
"Juan Mayorga Chavarría",1454207,8,jumach@marmol.ceele,Juanchavarría,furR6n3WQHYl7a6o,"+56 9 4384 1227",596,64014,"Salida con Familia",538943,2025-12-16,724000,4,"Mail Invalido!"
"Roberto Delao Lovato",17545422,5,rodelo@@marmol.com,roberto4727,de3KY7eF8sBuR,+56-9-2808-4782,1422,66557,"Salida con Familia",538949,2025-04-16,320000,8,"Mail Invalido!"
"Javier Almaraz Granado",11667546,3,jaalgr@edubus.ceele,Javiergranado,9vyQyMh6bJx,"+56 2 5661 7834",3010,65195,Vacaciones,538971,2025/02/07,-600000,3,"Mail Invalido!"
"José Emilio Leyva Acuña",6.842.391,0,josOo7942@outluc.ceele,Joséacuña,aRRaVj64fvAHsaC7,+56-9-6167-6380,7415,67022,"Salida con Amigos",538972,2025-01-31,-756000,9,"Mail Invalido!"
"Pilar Vega Cervantes",,,pivece@tourket.com,Pilarcervantes,HW9mlnyS,"+56 2 0056 6828",6884,67786,,,,-120000,2,"Campo vacio"
,23225398,3,pivece@tourket.com,,HW9mlnyS,"+56 2 0056 6828",6884,67786,Aniversario,,,144000,,"Campo vacio"
"Armando Ureña Vásquez",14570095,7,arurvOe@@edubus.cal,armando328,l6OFjL7JdGHTl0,"+56 2 3159 2120",8186,66788,Aniversario,538983,2026-03-20,2214000,9,"Mail Invalido!"
"Luisa Marrero Aparicio",7443482,,lumaap@tourket.com,Luisaaparicio,4FXAzjM1qvd,"+56 9 1266 8893",,61868,,539010,,1035000,,"Campo vacio"
"Sta. Mayte Cabán Domínquez",,,sta.1668@marmol.com,,IPKdT78HLC,"+56 9 3683 8717",,69480,,539016,2026/05/15,3006000,9,"Campo vacio"
"Sr. Ramón Armenta Patiño",8296900,4,Sr.patiO�o@@edubus.cal,sr.6482,n1wox487MFHX1chZ,"+56 9 8671 2150",4597,68904,"Cena de Trabajo",539019,2025-02-01,1260000,9,"Mail Invalido!"
"Rocio Villa Portillo",15386341,5,Rocioportillo@viajesanma.ceele,rocio7984,VccQaWS9,"+56 9 4052 4492",5128,61378,"Salida con Familia",539033,2025-08-09,426000,3,"Mail Invalido!"
"Leticia Olivas Narváez",14725252,8,LeticianarvOeez@tourket.ceele,leolna,MUKym4AvO62,"+56 9 7972 6347",7797,71672,Vacaciones,539038,2025/05/14,-1176000,7,"Mail Invalido!"
"María Cristina Alicea Paredes",4.538.448,9,MarOAaparedes@@tourket.com,macralpa,gk9FiP46cVt,"+56 2 9180 5909",6685,67297,"Cena de Trabajo",539049,2025-12-12,16000,1,"Mail Invalido!"
"Estela Rivera Páez",5247018,8,EstelapOeez@@marmol.com,esripá,bjnjj0mUx,"+56 9 5996 1085",2130,65704,Vacaciones,539063,2025-01-29,918000,6,"Mail Invalido!"
"Sr. José Eduardo Armas Salas",20337604,9,Sr.salas@edubus.ceele,sr.4489,OYvpeBo6A9,"+56 9 8318 6638",2433,71339,Aniversario,539068,2026-06-11,760000,8,"Mail Invalido!"
,,9,Sr.salas@@edubus.cal,,OYvpeBo6A9,"+56 9 8318 6638",2433,,Aniversario,539076,,656000,8,"Campo vacio"
"Alfonso Escamilla Gamboa",2278976,7,alfonso2350@@wass.com,alfonso4337,WcWjPkbuSYbj4BJV,"+56 2 8842 6809",372,64688,"Salida con Amigos",539079,2025/04/11,-150000,3,"Mail Invalido!"
"Laura Loya Rosas",2746572,2,Laurarosas@viajesanma.ceele,Laurarosas,oqHDkpe3ujTF,+56-9-3407-6028,9714,63005,Aniversario,539100,2026-08-11,1360000,8,"Mail Invalido!"
"Luis Riojas Alanis",1487370,8,lurial@outluc.ceele,luis3095,lxlwOOnFf5HI,"+56 9 8333 8779",2490,64213,Vacaciones,539115,2025-03-29,29000,1,"Mail Invalido!"
"Alfonso Escamilla Gamboa",2278976,7,alfonso2350@wass.ceele,alfonso4337,WcWjPkbuSYbj4BJV,+56-2-8842-6809,372,64688,"Salida con Amigos",539132,2025/03/07,855000,5,"Mail Invalido!"
"Gabriela León Camacho",431798,0,Gabrielacamacho@@edubus.cal,Gabrielacamacho,dOq4fDClx8,"+56 2 0780 6170",8598,69415,"Salida con Amigos",539138,2025-01-16,285000,3,"Mail Invalido!"
"Gabriela León Camacho",431798,0,Gabrielacamacho@@edubus.cal,Gabrielacamacho,dOq4fDClx8,"+56 2 0780 6170",8598,69415,"Salida con Amigos",539152,2025/01/17,258000,3,"Mail Invalido!"
"Adela Abreu Palomo",16276478,0,adela6019@edubus.ceele,Adelapalomo,cIx5fVHUilX8l9v,"+56 9 0906 1180",5902,70181,"Cena de Trabajo",539156,2025/07/20,830000,10,"Mail Invalido!"
"Isabel Alonzo Zambrano",,3,,isalza,,"+56 9 1663 6670",7544,67250,,,2025-07-06,-438000,6,"Campo vacio"
"Sta. Gilberto Colón Pedroza",6.201.248,0,Sta.pedroza@wass.ceele,stgicope,Qob59cR3X7Xv13x1,"+56 9 8206 7568",1630,71210,"Salida con Familia",539170,2025-03-01,924000,6,"Mail Invalido!"
"Manuel Delvalle Coronado",,3,,madeco,,,6294,,"Salida con Amigos",539190,2025-05-24,879000,3,"Campo vacio"
"Gloria Deleón Castañeda",5287740,7,GloriacastaO�eda@wass.ceele,gldeca,Ye6vwJTaKF,"+56 2 9557 0667",5706,67002,"Salida con Amigos",539193,2025-11-30,-1092000,7,"Mail Invalido!"
"Victoria Villagómez Granados",26526763,7,,Victoriagranados,,,7941,64547,Vacaciones,539202,,1440000,,"Campo vacio"
"Victoria Villagómez Granados",26526763,7,vivigr@viajesanma.ceele,Victoriagranados,I3tfC6PqW2MY,"+56 9 3461 0837",7941,64547,Vacaciones,539209,2025-05-30,-2440000,8,"Mail Invalido!"
"Daniela Centeno Almonte",15209260,1,daceal@marmol.ceele,daceal,syqPMM4eghL,"+56 2 8077 2723",3815,71332,"Cena de Trabajo",539224,2025-11-22,-318000,6,"Mail Invalido!"
"Juana Cardenas Narváez",13043350,2,jucana@wass.ceele,juana9236,VCTBTeg1,"+56 9 5958 4891",988,62379,"Cena de Trabajo",539249,2026-03-31,1057000,7,"Mail Invalido!"
"Gustavo Figueroa Acevedo",,7,,Gustavoacevedo,u3z2w8KaUGQOzOHI,"+56 9 3346 7836",3466,,"Salida con Familia",,,1036000,4,"Campo vacio"
"Andrés Roque Delatorre",28.956.674,0,andrOos5925@@outluc.com,andrés9052,AQITbFI0Dsb,"+56 2 4236 2620",7250,71000,Aniversario,539288,2025-08-02,-1253000,7,"Mail Invalido!"
"Víctor Padrón Arriaga",18133855,5,VOActorarriaga@@wass.com,víctor4760,9R7cYTKaRI,+56-2-9695-8025,8803,65159,Vacaciones,539300,2025-05-25,595000,7,"Mail Invalido!"
"Salvador Bravo Nájera",12241324,1,SalvadornOejera@tourket.ceele,Salvadornájera,kQ0hhqCs4S,"+56 9 0045 7763",4775,70733,Aniversario,539319,2025-06-04,-2830000,10,"Mail Invalido!"
"Natalia Gaitán Parra",1893357,8,nagapa@wass.ceele,natalia2983,X3fAsn126nR2,"+56 9 9753 6608",5788,64343,"Salida con Familia",539337,2025-01-14,186000,6,"Mail Invalido!"
"Rosario Sáenz Bueno",,,Rosariobueno@edubus.cal,,,+56-9-5947-0198,9206,67792,"Salida con Amigos",539362,,59000,1,"Campo vacio"
"Rosario Sáenz Bueno",28490788,,,rosario9687,,,9206,67792,"Salida con Amigos",539366,2026-02-01,172000,,"Campo vacio"
"Alejandro Gaitán Piña",20167844,7,AlejandropiO�a@@viajesanma.com,Alejandropiña,t5v8cfm7G9IObk,"+56 9 9065 1717",322,71624,"Cena de Trabajo",539374,2025-08-09,1152000,8,"Mail Invalido!"
"Alejandro Gaitán Piña",20.167.844,7,AlejandropiO�a@@viajesanma.com,Alejandropiña,t5v8cfm7G9IObk,"+56 9 9065 1717",322,71624,"Cena de Trabajo",539375,2025-01-02,2744000,8,"Mail Invalido!"
"Daniel Velásquez León",14305972,3,DanielleOIn@marmol.ceele,Danielleón,gYBzBjfi0E7dW,+56-2-3511-1999,2894,62474,Aniversario,539405,2025/01/12,1520000,5,"Mail Invalido!"
"Carmen Grijalva Ulloa",23406569,6,Carmenulloa@@tourket.com,Carmenulloa,QW0ros5n7k,+56-2-2982-7140,8040,64983,Vacaciones,539437,2025-06-15,-1134000,9,"Mail Invalido!"
"Lilia Valles Cervántez",6416095,8,LiliacervOentez@wass.ceele,livace,4d3uR0Sysf,"+56 2 6332 9760",1330,65153,"Salida con Familia",539439,2025-02-26,2030000,7,"Mail Invalido!"
"Marco Antonio Tejada Tijerina",,4,maanteti@viajesanma.com,,SU56xA8Y,"+56 2 2426 0496",3314,,"Salida con Familia",,,1928000,8,"Campo vacio"
"Manuela Ulloa Figueroa",,4,,maulfi,krkQWkM1JcaFP,"+56 9 3603 4075",,69032,,539511,2025-05-13,350000,,"Campo vacio"
"Marco Antonio Cortés Hernandes",6876582,0,Marcohernandes@@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,68525,Aniversario,539526,2025-01-25,640000,4,"Mail Invalido!"
"Marco Antonio Cortés Hernandes",6876582,0,Marcohernandes@@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,68525,Aniversario,539528,2025/01/09,356000,4,"Mail Invalido!"
"Clemente Guevara Armenta",5137414,,Clementearmenta@tourket.com,clemente726,PWE5AStWz,"+56 9 6259 0133",,,"Salida con Familia",,2025/01/15,-390000,,"Campo vacio"
"Ana María Candelaria Borrego",21990734,,,,M691dd1hZWoJ0,,9181,66219,Aniversario,539531,2025-06-16,,5,"Campo vacio"
"Débora Hernández Cedillo",28197202,2,DOoboracedillo@@tourket.com,débora5983,n6fBj2Q4PjM9M2W,"+56 2 3141 0986",4836,66430,"Salida con Amigos",539555,2026/01/22,384000,3,"Mail Invalido!"
"Juan Roldán Chávez",9088513,8,juroch@edubus.ceele,juroch,KL5Ohy3cmXYyf7,"+56 2 3529 4056",2190,63979,"Salida con Amigos",539560,2025-08-18,1320000,8,"Mail Invalido!"
"Juan Roldán Chávez",9088513,,juroch@@edubus.cal,juroch,KL5Ohy3cmXYyf7,,,63979,"Salida con Amigos",539567,,968000,,"Campo vacio"
"Lucas Candelaria Meléndez",5739851,5,lucame@@viajesanma.com,lucas3786,s7dD93LJzC1B,"+56 9 7787 4530",6372,72249,Aniversario,539586,2025-02-24,97000,1,"Mail Invalido!"
"Pablo Rascón Ocampo",28480255,1,Pabloocampo@@edubus.cal,pablo332,JPdGv06bdQOAT,+56-2-7413-6036,617,64519,"Salida con Familia",539591,2025/09/02,2849000,7,"Mail Invalido!"
,,,sta.7942@viajesanma.com,sta.8613,,+56-2-8313-9890,9544,63528,"Salida con Amigos",539614,2025/02/23,1015000,,"Campo vacio"
,17742346,,luecor@edubus.cal,Luisaortega,sl54741qS8V,,,68182,"Salida con Amigos",539618,2025-02-23,,10,"Campo vacio"
"Cristian Prieto Ochoa",1830032,0,crproc@@edubus.cal,cristian2000,s1iUdvyI8WnuA,"+56 9 0432 0655",3386,62238,Vacaciones,539627,2026-06-19,432000,3,"Mail Invalido!"
"Luis Limón Mayorga",24056496,3,lulima@edubus.ceele,luis9298,Rts8JD0Aww1wo,+56-9-8927-3802,5994,67595,Vacaciones,539645,2025/03/26,1806000,6,"Mail Invalido!"
"Gregorio Lucero Madrigal",3720799,3,grluma@@viajesanma.com,grluma,2aSviFzc4yB,"+56 2 5946 0510",2005,66604,"Salida con Familia",539668,2025/02/20,-1548000,9,"Mail Invalido!"
"Sra. Blanca Gamez Corrales",21154780,4,srblgaco@@outluc.com,Sra.corrales,AnDv7zOTb09GF,"+56 9 3520 3100",4422,67423,Vacaciones,539669,2025-02-03,-4149000,9,"Mail Invalido!"
"Elsa Valenzuela Casas",15408215,8,elsa8496@marmol.ceele,elvaca,Q26syQ0OjPZeM09L,+56-9-4994-7606,3756,64702,"Cena de Trabajo",539677,2025-07-09,-3640000,8,"Mail Invalido!"
"Sr. Amalia Acosta Rivero",4333145,0,sr.4852@marmol.ceele,Sr.rivero,UjKZsRkM1T1,"+56 9 7878 7416",7639,66299,"Cena de Trabajo",539689,2025-02-04,262000,2,"Mail Invalido!"
"Nicolás Banda Zavala",29.714.278,0,nicolOes8822@marmol.ceele,nibaza,1rEDl3fDhkR,"+56 9 4537 6447",2709,61841,"Cena de Trabajo",539704,2025-12-06,179000,1,"Mail Invalido!"
"Nicolás Banda Zavala",29714278,0,nicolOes8822@marmol.ceele,nibaza,1rEDl3fDhkR,"+56 9 4537 6447",2709,61841,"Cena de Trabajo",539705,2026/01/13,67000,1,"Mail Invalido!"
,14.103.075,,Sr.matos@marmol.com,,,+56-9-1911-1841,2561,65694,,539710,2026-04-26,1270000,10,"Campo vacio"
"Débora Medina Salcido",316283,4,DOoborasalcido@outluc.ceele,Déborasalcido,MNS3x5EV,"+56 2 6319 7199",9640,64039,Vacaciones,539714,2025-02-22,420000,4,"Mail Invalido!"
"Sr. Andrés Espinoza Ortega",9634053,2,,Sr.ortega,,,7768,64192,Vacaciones,,2026/01/24,,1,"Campo vacio"
"Sra. Silvia Villegas Collado",22091546,8,srsivico@viajesanma.ceele,Sra.collado,8qQIjG5XjL851,+56-2-2753-4696,9717,64346,"Salida con Amigos",539727,2025-02-05,4158000,9,"Mail Invalido!"
"Jacobo Nevárez Armijo",9813706,8,jacobo5523@outluc.ceele,janear,yUV6r4bUZ3tcq,"+56 9 9114 2594",4388,63804,"Cena de Trabajo",539741,2025-02-02,102000,2,"Mail Invalido!"
"Adán Soliz Carreón",28208726,0,adOen3146@edubus.cal,,zqKD5H3o,"+56 2 0296 5916",,,,539742,2025-01-10,1200000,,"Campo vacio"
"Mariana Polanco Calderón",,7,mapoca@tourket.com,,,,3356,68505,,539780,2025-01-01,1002000,6,"Campo vacio"
"Reina Marroquín Escobedo",694823,5,remaes@outluc.ceele,reina2299,WvAya8pJ6R2ej,"+56 2 3674 1949",855,70287,Vacaciones,539810,2025-04-22,765000,9,"Mail Invalido!"
"Victoria Leiva Burgos",23000889,2,Victoriaburgos@@marmol.com,victoria1261,ZTl9QBhxrdKBhzw,"+56 2 8728 0781",6315,61517,"Salida con Amigos",539816,2025-03-20,360000,9,"Mail Invalido!"
"Jorge Collado Santiago",7.962.837,9,jocosa@edubus.ceele,jorge3369,t3inwZ37LJBG,"+56 9 5435 2146",9602,64204,Vacaciones,539823,2025-04-21,254000,2,"Mail Invalido!"
"Sta. José Eduardo Montañez Fonseca",15228351,2,stjoedmofo@wass.ceele,Sta.fonseca,wqzkMrM9wCN9,"+56 2 3414 0100",4946,70228,Aniversario,539824,2025/04/18,1029000,7,"Mail Invalido!"
"Óscar Urías Luna",10.318.321,9,OIscar9047@@marmol.com,Óscarluna,eFA4T9E8ml,"+56 2 0563 7773",6120,65509,"Cena de Trabajo",539848,2025/06/24,2800000,10,"Mail Invalido!"
,206123,6,inesfr@wass.ceele,,y3Q7uDgresT6ovN1,,,64187,,539904,2025-02-23,450000,3,"Campo vacio"
"Inés Estévez Frías",206123,6,inesfr@wass.ceele,inesfr,y3Q7uDgresT6ovN1,"+56 2 5816 5416",5993,64187,Aniversario,539899,2025-05-12,369000,3,"Mail Invalido!"
,,3,joluheba@outluc.com,Jorgebañuelos,P7tE7jvCL,"+56 2 8879 5405",8235,,Vacaciones,539913,,672000,,"Campo vacio"
"Timoteo Rosario Olmos",10196105,2,timoteo5056@marmol.ceele,tirool,NVtNS7q3MjJyc,"+56 2 8068 1996",3264,67203,"Salida con Amigos",539921,2026-01-05,103000,1,"Mail Invalido!"
"Antonia Quiroz Ponce",26.904.753,,,,Cb6HRiCntmc,,1038,63989,Vacaciones,539966,2025-09-15,1130000,,"Campo vacio"
"Julio César Delatorre Concepción",,3,JulioconcepciOIn@marmol.ceele,,,"+56 9 3669 3206",302,,Vacaciones,539969,,288000,4,"Campo vacio"
,11592423,0,irene4228@edubus.cal,irfafl,,+56-2-3857-8489,,72072,"Salida con Familia",539975,2025-06-06,,,"Campo vacio"
